X,Y,Z                    Magnitude
8.06E-20,-0.01333236592,0.048410296380747356     1.9986355652253887
3.86E-19,-0.01666623913,0.04832895845876556      2.7481963683448187
3.31E-19,-0.009998343909,0.0588421101953724       0.9809444010742471
8.06E-20,-0.01333236592,0.058760772273390605     0.817922878326049
3.86E-19,-0.01666623913,0.05867943435140881      0.9475733876420493
8.06E-20,-0.01333236592,0.06911124816603384      0.8877371679358688
3.86E-19,-0.01666623913,0.06902991024405206      1.0891868202718082
3.86E-19,-0.01666623913,0.0793803861366953       1.2886145610182964
2.64E-19,-0.003332110662,0.04866035342188564      1.1347622833508049
-2.92E-20,-0.003329606904,0.048654310146692734     1.1347855456339855
6.01E-19,-0.006665858309,0.05892775971461359      0.7147729255360763
-4.87E-20,-0.006664118926,0.05892344811735417      0.7148221362122079
8.49E-20,-0.009999496205,0.06919550410646369      0.6131537005874269
3.31E-19,-0.009998343909,0.06919258608801564      0.6131974262543598
1.81E-19,-0.01333305363,0.07946349638643771      0.9974807022137757
8.04E-20,-0.01333236592,0.07946172405867707      0.9973960273465932
2.07E-19,-0.01666655031,0.0897316758155613       1.643443353383673
3.86E-19,-0.01666623913,0.08973086202933855      1.6433608044281585
4.83E-22,-0.02,0.048247620536783775     3.945139828409618
7.44E-23,-0.02,0.05859809642942701      1.7191770999067726
0,-0.02,0.06894857232207026      1.6667408117400682
3.72E-22,-0.02,0.07929904821471351      1.902402181281082
5.58E-22,-0.02,0.08964952410735677      1.9485039222480118
0,-0.02,0.09999999999999999      2.4135258964039834
-4.34E-19,-0.01701523167,0.09999999999999999      0.541446141260501
0,-0.01699006552,0.09464658061704959      1.1272592312753442
0,-0.01896785312,0.09999999999999999      1.5655731365204897
4.34E-19,-0.010348565,0.09999999999999999      0.17271293089770812
0,-0.01166386832,0.09460165208018119      0.2699265802833671
0,-0.01414213562,0.09999999999999999      0.2849534003634247
0,-0.002634981477,0.09453351112577751      0.2457028713596477
0,-0.005634519791,0.09999999999999998      0.23325310563616003
2.94E-19,-0.01276133324,0.08973086202933854      0.20789980803352914
0,-0.01318849813,0.08435660583786053      0.6815789168276037
0,-0.01517398376,0.08973086202933855      0.7997637682014096
-3.62E-20,-0.01276099418,0.08972988917222825      0.2078834066141361
-8.36E-19,-0.01276112501,0.08973086202933854      0.2078783779955524
1.76E-19,-0.01276077509,0.08973086202933854      0.20787492110072583
-7.99E-19,-0.01276090171,0.08973032299481154      0.20787567496331993
3.93E-19,-0.005174430309,0.08973086202933854      0.28479847883680043
0,-0.00693541088,0.08430177103092716      0.2286288093535765
0,-0.009427791677,0.08973086202933854      0.20314734770240198
-2.50E-19,-0.005173929544,0.08972965308972088      0.28480311187347884
6.39E-19,-0.005173983761,0.08973086202933854      0.28480020953120855
-2.51E-19,-0.005173290592,0.08973086202933854      0.2847940274954293
1.81E-20,-0.005173637133,0.0897301741345661       0.284799599106526
1.07E-19,-0.008507562676,0.07946172405867707      0.2492204967391202
4.34E-19,-0.00938535038,0.07406235339991307      0.4747125242821939
4.34E-19,-0.0113801144,0.0794617240586771       0.47727661573748603
1.74E-19,-0.008506825018,0.07945956780738585      0.24922415333201012
5.63E-19,-0.008507018356,0.07946172405867707      0.2492085269903814
-2.08E-19,-0.008506125261,0.07946172405867707      0.24921285355735928
2.73E-19,-0.008506517569,0.07946051519021674      0.24920397200173086
-2.08E-19,-5.12E-07,0.0794617240586771       0.2726506560151479
-4.34E-19,-0.002203307554,0.07399394824545882      0.242672225822174
-2.17E-19,-0.004713447731,0.07946172405867709      0.2575886702838894
4.70E-19,-0.004253961461,0.06919258608801564      0.24702094937146743
-4.34E-19,-0.005580079956,0.06376235536132636      0.37311571508971036
8.67E-19,-0.007586245035,0.06919258608801562      0.3427004946387334
-1.46E-19,-0.004252749051,0.06918895926916263      0.24704492429019753
-8.45E-19,-0.004252911701,0.06919258608801564      0.24699037422564776
1.21E-19,-0.004251202127,0.06919258608801564      0.24699334354740368
5.57E-19,-0.004252056797,0.06919052240369834      0.24701517810586168
-2.18E-20,-5.91E-07,0.05892344811735421      0.29050607638283277
0,-0.001771864341,0.05345438536514012      0.5392868848008281
2.17E-19,-0.003792375671,0.0589234481173542       0.4021923592324713
1.11E-19,-0.01276125582,0.08973183470215457      0.20787840841463076
-2.44E-19,-0.005174037965,0.08973207068437712      0.2847916779327762
9.11E-20,-0.008507211654,0.07946387985730678      0.2492026809236662
-1.24E-19,-0.004253074314,0.06919621205313138      0.24700408581749816
-1.69E-21,-0.003334206394,0.16185194168285183      0.11875374021828838
0,-0.003343223384,0.16183010678694396      0.1299836889456141
0,-0.003343223384,0.16185204806184217      0.11881149209132004
-8.47E-22,-0.006668926778,0.16190212441745333      0.1481091456464622
-8.47E-22,-0.006675190707,0.16188654571317926      0.1481336045916904
-8.47E-22,-0.006675190707,0.1619022003164564       0.14815252816800611
0,-0.01000261289,0.16195230715205491      0.1759982829119094
8.47E-22,-0.01000676244,0.16194176345883263      0.1659691806894624
8.47E-22,-0.01000676244,0.16195235852062767      0.17602704339736497
0,-0.01333556765,0.16200248988665636      0.20551837598322245
0,-0.0133380441,0.16199608578392444      0.18709546368973368
0,-0.0133380441,0.16200252108726232      0.2055394684036264
0,-0.01666798623,0.16205267262125794      0.24161716410374162
-2.12E-22,-0.01666910675,0.16204973204430023      0.21549043098060386
-2.12E-22,-0.01666910675,0.16205268694766506      0.24163045462460703
-8.47E-22,-0.006668926778,0.15155164852481018      0.12215188656799161
0,-0.006675190707,0.15153606982053608      0.12213336346042393
0,-0.006675190707,0.1515517244238132       0.12217506648964967
0,-0.01000261289,0.15160183125941168      0.1427046952974967
8.47E-22,-0.01000676244,0.15159128756618942      0.14271302001951539
8.47E-22,-0.01000676244,0.15160188262798446      0.14273109542575968
4.24E-22,-0.01333556765,0.15165201399401318      0.17066757852286588
0,-0.0133380441,0.15164560989128123      0.17069080311851312
0,-0.0133380441,0.15165204519461908      0.1706901112457685
2.12E-22,-0.01666798623,0.15170219672861468      0.2068772163152834
-2.12E-22,-0.01666910675,0.151699256151657        0.20689486446932537
-2.12E-22,-0.01666910675,0.15170221105502182      0.20689049701026357
0,-0.01000261289,0.14125135536676842      0.12465219485038948
0,-0.01000676244,0.14124081167354616      0.1247818531658737
0,-0.01000676244,0.1412514067353412       0.12468980355744132
4.24E-22,-0.01333556765,0.14130153810136994      0.17028268927518633
0,-0.0133380441,0.141295133998638        0.1702985868538876
0,-0.0133380441,0.14130156930197588      0.17031794552860824
0,-0.01666798623,0.14135172083597144      0.22456907222715372
0,-0.01666910675,0.14134878025901373      0.22456712568502749
0,-0.01666910675,0.14135173516237856      0.22458682528921756
4.24E-22,-0.01333556765,0.13095106220872665      0.1829575604902432
0,-0.0133380441,0.1309446581059947       0.1831302913528304
0,-0.0133380441,0.1309510934093326       0.1829128395716925
2.12E-22,-0.01666798623,0.1310012449433282       0.20342037881948802
-2.12E-22,-0.01666910675,0.1309983043663705       0.20348764966219246
-2.12E-22,-0.01666910675,0.13100125926973533      0.20342757579679832
0,-0.01666798623,0.12065076905068498      0.42154616636492426
-2.12E-22,-0.01666910675,0.12064782847372725      0.4216514341365203
-2.12E-22,-0.01666910675,0.12065078337709208      0.4215102347040743
-8.47E-22,-0.006668926778,0.15156920898977752      0.1221968829137293
0,-0.01000261289,0.15161357665295705      0.14274333620821003
4.24E-22,-0.01333556765,0.1516590797794608       0.1706912872842721
2.12E-22,-0.01666798623,0.15170541538086582      0.20688699024004825
0,-0.01000261289,0.14126310076031376      0.1246834839531293
4.24E-22,-0.01333556765,0.14130860388681757      0.1702947436590938
0,-0.01666798623,0.14135493948822256      0.22456872618320675
4.24E-22,-0.01333556765,0.13095812799417428      0.18289617313863515
2.12E-22,-0.01666798623,0.13100446359557932      0.20343006116679893
0,-0.01666798623,0.1206539877029361       0.4214374066642353
0,-0.003343223384,0.15150157216919896      0.18270135258124745
-1.69E-21,-0.003334206394,0.15152644711423074      0.18307100246996696
-8.47E-22,-0.006675190707,0.14120124853116994      0.1582196182141946
-8.47E-22,-0.006668926778,0.14121873309713426      0.15825647706072574
8.47E-22,-0.01000676244,0.13090093084269794      0.27405393440411896
0,-0.01000261289,0.1309126248676705       0.2739178543066399
0,-0.0133380441,0.12060061751668935      0.5725878025846518
0,-0.01333556765,0.12060765210153104      0.5723887399913253
-2.12E-22,-0.01666910675,0.11030030748444884      1.0361187233088278
0,-0.01666798623,0.11030351181029285      1.035979092608994
-1.74E-21,-0.02,0.1517523794632163       0.2520985711475845
-2.68E-22,-0.02,0.141401903570573        0.2840645648529731
0,-0.02,0.13105142767792974      0.2683658174539969
-1.34E-21,-0.02,0.12070095178528653      0.3917628682258248
-2.01E-21,-0.02,0.1103504758926433       0.7751964029667143
0,-1.07E-05,0.1618019042199831       0.17211819055190802
0,-0.02,0.16210285535585947      0.39968352168537963
-1.69E-21,0.003316369983,0.1618269603588297       0.27420545585349615
0,0.003320395678,0.16183951457928325      0.10960960878024203
0,0.003325394535,0.16183010678694396      0.27423302702976493
0,0.00665465765,0.161884563952486        0.2712133870377333
-8.47E-22,0.006657487239,0.16189338860724478      0.13067069972834136
0,0.006660926974,0.16188654571317926      0.2712788253803123
0,0.009991911041,0.16194056175850954      0.29631701781756636
0,0.009993803494,0.16194646403327215      0.1699080218093934
8.47E-22,0.009996064241,0.16194176345883263      0.29637576933919296
0,0.01332843309,0.16199542410120873      0.3502255036404866
-4.24E-22,0.01332957149,0.16199897472254415      0.22897380572362971
0,0.01333091175,0.16199608578392444      0.350271286307547
0,0.01666441894,0.1620494539690068       0.4306610475347846
0,0.01666493749,0.16205107134668087      0.30978813672836736
-2.12E-22,0.01666554049,0.16204973204430023      0.43068731375644775
-1.69E-21,0.003316369983,0.16185194168285183      0.08333347337276077
0,0.00665465765,0.16190212441745333      0.08865325479767389
0,0.009991911041,0.16195230715205491      0.12624125026851427
0,0.01332843309,0.16200248988665636      0.19296206556447432
0,0.01666441894,0.16205267262125794      0.2839797448912763
0,0.003325394535,0.16185204806184217      0.0832751066583806
0,0.006660926974,0.1619022003164564       0.08866862237699397
8.47E-22,0.009996064241,0.16195235852062767      0.12628336146099628
0,0.01333091175,0.16200252108726232      0.1930039001442171
-2.12E-22,0.01666554049,0.16205268694766506      0.28400604270858887
0,-1.07E-05,0.16177194109461795      0.435416395590895
0,0.02,0.16210285535585947      0.4839902887859637
2.17E-19,-1.78E-06,0.11030029315804171      0.2583745648376583
0,0.005170001187,0.1103002931580417       0.28709177180468554
0,-5.35E-06,0.13090087947412518      0.2048500134219001
-8.47E-22,0.004242296943,0.13090087947412515      0.23583078505425625
-4.24E-22,-3.57E-06,0.12061053520081998      0.27775277711380636
0,-3.57E-06,0.12060058631608343      0.27778872216980843
0,4.32E-07,0.12060058631608343      0.2778468637158946
0,-3.57E-06,0.12059064703153931      0.2778044403669958
-4.34E-19,-8.92E-06,0.15150146579020862      0.2815303550604178
0,0.003316369983,0.15150146579020862      0.33747162433667943
0,-7.14E-06,0.14122107040163995      0.10456945071868425
8.47E-22,-7.13E-06,0.1412011726321669       0.10441431030729066
0,-6.98E-07,0.1412011726321669       0.10437904663974885
0,-7.13E-06,0.14118129406307867      0.10442120026002691
0,0.004710477926,0.12060058631608343      0.24567720030050416
0,0.008500830493,0.12060058631608343      0.21762850927611585
2.12E-22,0.005172302811,0.11030466384327146      0.28712384114082923
0,0.005172498858,0.1103002931580417       0.2871171374380049
0,0.005174107887,0.1103002931580417       0.28711952167296534
2.12E-22,0.00517269474,0.11029592617886011      0.2871017302033496
6.51E-19,0.003786436061,0.14120117263216686      0.261826844435629
0,0.00665465765,0.1412011726321669       0.1821283398945498
8.47E-22,0.00424786885,0.13091399152981445      0.235810626246613
0,0.004248456993,0.13090087947412515      0.23583127739620127
0,0.004252239555,0.13090087947412515      0.2359381631796952
0,0.004249044637,0.13088777853658043      0.23588263741593019
-4.34E-19,0.009426306775,0.1103002931580417       0.17931529784485428
0,0.01275837925,0.11030029315804171      0.1994100694992302
4.34E-19,0.007581790327,0.13090087947412515      0.2910622525150398
0,0.009991911041,0.13090087947412515      0.13121002409124569
-4.24E-22,0.008503350587,0.12060838156319101      0.21766386889680023
0,0.008504048551,0.12060058631608343      0.21763062794981367
0,0.008506009879,0.12060058631608345      0.21774263328408952
0,0.008504745987,0.12059279696394641      0.21761346999112213
4.34E-19,0.01137714459,0.12060058631608345      0.42496666461955057
-4.24E-22,0.01332843309,0.12060058631608345      0.462923045008778
0,0.01275916806,0.11030381012249697      0.19947400282113023
-2.12E-22,0.01275964011,0.11030029315804171      0.1994413300819925
0,0.01276039043,0.11030029315804171      0.19956224172693096
0,0.01276011183,0.11029677859363428      0.19942048825508646
0,0.01517249886,0.11030029315804173      0.8126434845801542
2.12E-22,0.01666441894,0.11030029315804175      0.9767579785044639
1.69E-21,0.003325394535,0.15147963089430075      0.3375717816581565
-1.69E-21,0.006660926974,0.14118559392789284      0.18224870884126432
0,0.009996064241,0.1308903357809029       0.13131451901924002
0,0.01333091175,0.12059418221335148      0.46311654425888965
2.12E-22,0.01666554049,0.11029735258108402      0.9769159343318863
-2.12E-22,-0.01276395771,0.11030029315804171      0.19963532219138022
-2.12E-22,-0.01276367789,0.11029677859363428      0.19944943634306725
0,-0.01276273656,0.11030381012249696      0.1994961827891861
4.24E-22,-0.008511877853,0.1205927969639464       0.217425323181277
-2.12E-22,-0.01276194654,0.11030029315804171      0.19939088624787
4.24E-22,-0.008513144443,0.12060058631608343      0.2176371722357689
4.24E-22,-0.008510487851,0.12060838156319101      0.21754393732065777
8.47E-22,-0.004259741947,0.13088777853658046      0.23582014079883976
0,-0.008507965057,0.12060058631608343      0.21751585381914107
-8.47E-22,-0.004262941401,0.13090087947412518      0.23586476339930146
0,-0.004258575238,0.13091399152981448      0.23593344208442202
0,-0.004252998789,0.13090087947412518      0.23575739685751912
0,-1.36E-05,0.1412011726321669       0.10460969243261002
2.12E-22,-0.00517767517,0.1103002931580417       0.2870136077067434
0,-0.005176260509,0.11029592617886014      0.2870675113849946
0,-0.005175871607,0.11030466384327145      0.28705568507761303
0,-0.005173568469,0.1103002931580417       0.2870951824171201
-4.24E-22,-7.57E-06,0.12060058631608343      0.2777449979200083
0,-0.01517606614,0.1103002931580417       0.8128316876408832
0,-0.01138427916,0.12060058631608345      0.4249917364210971
-4.34E-19,-0.007592492173,0.13090087947412515      0.29093745375349367
0,-0.003800705189,0.14120117263216692      0.2619589425953124
-2.12E-22,-0.01276320739,0.11030029315804171      0.19951244649883598
-4.34E-19,-0.009429874057,0.11030029315804171      0.17923277443809593
0,-0.008511183115,0.12060058631608343      0.21756337660685537
4.34E-19,-0.00471761249,0.12060058631608342      0.245610551807496
0,-0.00425915884,0.13090087947412518      0.23587276932715726
-2.12E-22,-0.00517606614,0.11030029315804171      0.2870562875864572
0,-0.01666910675,0.11029735258108399      1.1053210497424506
0,-0.0133380441,0.12059418221335147      0.5380055463868882
8.47E-22,-0.01000676244,0.1308903357809029       0.2141598594468504
0,-0.006675190707,0.1411855939278928       0.2036657977176114
0,-0.003343223384,0.15147963089430075      0.3065553284665731
2.12E-22,-0.01666798623,0.1103002931580417       1.1050866633057361
4.24E-22,-0.01333556765,0.12060058631608342      0.5376967102067981
0,-0.01000261289,0.13090087947412515      0.21397200711681785
0,-0.006668926778,0.14120117263216686      0.20369114474196356
-1.69E-21,-0.003334206394,0.15150146579020862      0.3066597020694982
0,0.003325394535,0.16180816551204574      0.4389818619240546
0,0.00665465765,0.15153408805984278      0.23465786461414237
0,0.006660926974,0.15152041521725892      0.2347482078718301
0,0.009991911041,0.14123960997322305      0.12336862688983302
0,0.006660926974,0.15153606982053605      0.23462773794410507
0,0.006660926974,0.16187089110990213      0.4118714891249195
0,0.009991911041,0.1515900858658663       0.20256087558512217
8.47E-22,0.009996064241,0.14123021661175109      0.12346825723770509
4.24E-22,0.01332843309,0.13094399642327903      0.2195190723094372
8.47E-22,0.009996064241,0.14124081167354613      0.12331538561018922
8.47E-22,0.009996064241,0.15158069250439435      0.20260684225562298
0,0.01332843309,0.1412944723159223       0.16116210910410195
0,0.009996064241,0.1515912875661894       0.20256619419292737
8.47E-22,0.009996064241,0.16193116839703758      0.42278699498419814
4.24E-22,0.01332843309,0.15164494820856556      0.23457850038411404
0,0.01333091175,0.13093822280265685      0.21969875265639527
2.12E-22,0.01666441894,0.12064755039843383      0.5201532902161021
0,0.01333091175,0.1309446581059947       0.21947815951878832
0,0.01333091175,0.14128869869530009      0.16121959458607343
0,0.01666441894,0.13099802629107707      0.3033499817798847
0,0.01333091175,0.14129513399863797      0.16115373165908392
0,0.01333091175,0.15163917458794335      0.2346017076423469
2.12E-22,0.01666441894,0.14134850218372036      0.2434249151046338
0,0.01333091175,0.15164560989128123      0.23460606404516535
0,0.01333091175,0.16198965048058658      0.47151621115109227
0,0.01666441894,0.15169897807636357      0.3136375033194355
-1.74E-21,0.02,0.11035047589264331      0.9241914219400573
-2.12E-22,0.01666554049,0.12064487357036241      0.5202754833928627
-2.68E-22,0.02,0.12070095178528652      0.5783921123193556
-2.12E-22,0.01666554049,0.12064782847372724      0.5201294932793322
0,0.01666554049,0.13099534946300564      0.3034309922630281
0,0.02,0.13105142767792974      0.39406529389640266
0,0.01666554049,0.1309983043663705       0.3033435096508643
-2.12E-22,0.01666554049,0.14134582535564894      0.24344985804506034
-1.34E-21,0.02,0.141401903570573        0.34359650011234866
-2.12E-22,0.01666554049,0.14134878025901376      0.24343579627517295
0,0.01666554049,0.15169630124829217      0.3136479952562258
-2.01E-21,0.02,0.1517523794632163       0.41838427531882155
-2.12E-22,0.01666554049,0.151699256151657        0.3136615969035287
-2.12E-22,0.01666554049,0.1620467771409354       0.5515578238249568
0,0.00665465765,0.15155164852481015      0.23460231395004033
0,0.009991911041,0.1412513553667684       0.12327824026767079
0,0.009991911041,0.15160183125941165      0.20257479626665129
0,0.01332843309,0.13095106220872665      0.2194171231049916
4.24E-22,0.01332843309,0.14130153810136992      0.16113500114612825
4.24E-22,0.01332843309,0.15165201399401318      0.23461760649951166
2.12E-22,0.01666441894,0.12065076905068496      0.5200429593487501
0,0.01666441894,0.1310012449433282       0.3033170400758049
2.12E-22,0.01666441894,0.14135172083597147      0.2434270939833909
0,0.01666441894,0.15170219672861468      0.3136676172956105
0,0.003325394535,0.1618654373281445       0.0568755292148855
-8.47E-22,0.006660926974,0.16191175325506674      0.046600992700673624
8.47E-22,0.009996064241,0.16195882396552644      0.08258290758604761
0,0.01333091175,0.1620064481147722       0.156956377528804
-2.12E-22,0.01666554049,0.16205449012401796      0.25817174956086514
-8.47E-22,0.00665465765,0.1682183151914768       0.06802582464450659
0,0.006660926974,0.16822794402909022      0.06806480564770617
0,0.006660926974,0.1682183910904799       0.06803456265793062
0,0.009991911041,0.16826849792607831      0.06556722938951985
8.47E-22,0.009996064241,0.1682750147395499       0.06557415339430712
8.47E-22,0.009996064241,0.1682685492946511       0.06558018612529869
4.24E-22,0.01332843309,0.16831868066067984      0.10747457055874467
0,0.01333091175,0.16832263888879567      0.10748357366223878
0,0.01333091175,0.16831871186128577      0.10749345403686728
2.12E-22,0.01666441894,0.16836886339528137      0.19018026514314199
-2.12E-22,0.01666554049,0.16837068089804139      0.19019270161385898
-2.12E-22,0.01666554049,0.16836887772168846      0.1901977554575498
0,0.009991911041,0.17458468870010177      0.06344776663946941
0,0.009996064241,0.17459120551357332      0.0635221702717988
0,0.009996064241,0.17458474006867455      0.06343176147698096
4.24E-22,0.01332843309,0.17463487143470327      0.07726088379509856
0,0.01333091175,0.17463882966281907      0.07727376483471964
0,0.01333091175,0.1746349026353092       0.07727206866328917
0,0.01666441894,0.1746850541693048       0.15424238203247023
0,0.01666554049,0.17468687167206481      0.1542434743348823
0,0.01666554049,0.1746850684957119       0.1542588443054377
4.24E-22,0.01332843309,0.1809510622087267       0.05156620927104889
0,0.01333091175,0.1809550204368425       0.05161867733544774
0,0.01333091175,0.18095109340933263      0.05151722731525097
2.12E-22,0.01666441894,0.18100124494332825      0.07944829685349435
-2.12E-22,0.01666554049,0.1810030624460883       0.07945980913947459
-2.12E-22,0.01666554049,0.18100125926973537      0.0794466343031316
0,0.01666441894,0.18731743571735165      0.09103722222523326
-2.12E-22,0.01666554049,0.18731925322011167      0.09106405244400818
-2.12E-22,0.01666554049,0.18731745004375877      0.09099828783264496
-8.47E-22,0.00665465765,0.16820759923522854      0.0680725929557296
0,0.009991911041,0.16826133051202724      0.06559369675905828
4.24E-22,0.01332843309,0.16831436889286178      0.10749490047236966
2.12E-22,0.01666441894,0.16836689927093926      0.19019417388570994
0,0.009991911041,0.17457752128605067      0.06342507581744006
4.24E-22,0.01332843309,0.1746305596668852       0.07726490698851396
0,0.01666441894,0.17468309004496266      0.1542473237560177
4.24E-22,0.01332843309,0.18094675044090863      0.05150591616855277
2.12E-22,0.01666441894,0.18099928081898614      0.07944744850405278
0,0.01666441894,0.1873154715930095       0.09098648144135119
0,0.003325394535,0.16816823883586565      0.10354355863486989
-1.69E-21,0.003316369983,0.16815288805556003      0.10361210295000337
-8.47E-22,0.006660926974,0.1745345818645033       0.17958760823299072
-8.47E-22,0.00665465765,0.17452379000925194      0.17954552481886357
8.47E-22,0.009996064241,0.18090093084269795      0.2582154771309456
0,0.009991911041,0.1808937120600741       0.25813500486435054
0,0.01333091175,0.18726728418335603      0.3364724138619872
0,0.01332843309,0.18726294121493203      0.33640163567041237
-2.12E-22,0.01666554049,0.1936336408177822       0.4126332293672852
0,0.01666441894,0.193631662367033        0.4125929235629775
-1.74E-21,0.02,0.16841904612988295      0.3026532713458505
-2.68E-22,0.02,0.17473523690390633      0.2636427031814712
0,0.02,0.18105142767792975      0.2039113201297578
-1.34E-21,0.02,0.1873676184519532       0.11367407835146194
-2.01E-21,0.02,0.19368380922597667      0.1822821348868423
0,0.02,0.2                      0.6679325519029075
0,-0.003343223382,0.16818162810001794      0.16581014978752956
0,-0.003343223382,0.16187882659016375      0.06977949902064418
0,-0.006668926778,0.16822903114601714      0.07238478961418071
0,-0.006675190705,0.17454413480037745      0.27595370149978243
-8.47E-22,-0.006675190705,0.16823749696224974      0.07255112619788945
0,-0.01000261289,0.17459185611211533      0.07453071498147272
-8.47E-22,-0.006675190706,0.1682279440277221       0.07223660485027344
-8.47E-22,-0.006675190706,0.16192130619095166      0.10096123677429135
0,-0.01000261289,0.1682756653391107       0.04596793186818174
-8.47E-22,-0.01000676243,0.18090739628509006      0.4269069194430191
-8.47E-22,-0.01000676243,0.17459767095347853      0.07467327426519589
0,-0.01333556765,0.1809553739748857       0.10238106387485585
-8.47E-22,-0.01000676243,0.1745912055119022       0.07434725338084196
-8.47E-22,-0.01000676243,0.16828148018111963      0.046017298740654126
4.24E-22,-0.01333556765,0.1746391832014153       0.1023511499625461
0,-0.01000676244,0.16827501473871434      0.046030787930832345
0,-0.01000676244,0.1619652894087607       0.20050733421065536
4.24E-22,-0.01333556765,0.16832299242794488      0.08441868371852383
4.24E-22,-0.0133380441,0.18727121120901638      0.5931083560967092
0,-0.0133380441,0.18095894746066793      0.10247365762652218
0,-0.01666798623,0.18731939984077572      0.17954826457114945
4.24E-22,-0.0133380441,0.18095502043545536      0.10221059668032963
4.24E-22,-0.0133380441,0.17464275668756563      0.10239811564258545
-2.12E-22,-0.01666798623,0.18100320906698183      0.13961913314528934
0,-0.0133380441,0.1746388296618943       0.10238776584343257
0,-0.0133380441,0.1683265659144633       0.08444521011934278
-2.12E-22,-0.01666798623,0.17468701829318795      0.1767207442530643
0,-0.0133380441,0.16832263888833326      0.08444739884960252
4.24E-22,-0.0133380441,0.16201037514136096      0.3223203866078079
2.12E-22,-0.01666798623,0.16837082751939397      0.18141440318514226
-1.74E-21,-0.02,0.19368380922597667      0.29281255995053057
0,-0.01666910675,0.19363544399316027      0.7748857213887075
0,-0.01666910675,0.18732105639452254      0.17959272205202453
-2.68E-22,-0.02,0.18736761845195318      0.17984939246276818
0,-0.01666910675,0.1873192532193318       0.17944589408964576
0,-0.01666910675,0.18100486562088752      0.13964731961129756
0,-0.02,0.18105142767792975      0.27561119284367386
-2.12E-22,-0.01666910675,0.18100306244550332      0.1396179337765651
0,-0.01666910675,0.1746886748472525       0.17672566723753366
-1.34E-21,-0.02,0.17473523690390635      0.2784595897076082
0,-0.01666910675,0.1746868716716749       0.17675323011775743
-2.12E-22,-0.01666910675,0.1683724840736175       0.18144591396010293
-2.01E-21,-0.02,0.16841904612988295      0.30913310158797275
0,-0.01666910675,0.16837068089784643      0.18142363460846822
0,-0.01666910675,0.1620562932999825       0.4624708011646396
-8.47E-22,-0.006668926778,0.16821831519147679      0.07226101399434723
0,-0.01000261289,0.17458468870010174      0.07429473474322777
0,-0.01000261289,0.16826849792607834      0.04600711447708632
4.24E-22,-0.01333556765,0.1809510622087267       0.10216364242981173
4.24E-22,-0.01333556765,0.17463487143470327      0.10236014582054169
4.24E-22,-0.01333556765,0.16831868066067984      0.08441933911769821
0,-0.01666798623,0.18731743571735165      0.17941669319368256
0,-0.01666798623,0.18100124494332823      0.13961395663513948
0,-0.01666798623,0.17468505416930483      0.17672183895515112
0,-0.01666798623,0.16836886339528137      0.18140792320048912
0,-0.003334206394,0.16816813245687529      0.16598133111479813
0,-0.003334206394,0.1618671860841671       0.08866697308049334
0,-0.006668926778,0.17453450596550021      0.2757082489899869
-8.47E-22,-0.006668926778,0.1619128403737016       0.12449047801219845
0,-0.01000261289,0.18090087947412517      0.4267015829188726
0,-0.01000261289,0.161959474566106        0.19321382899888292
4.24E-22,-0.01333556765,0.1872672529827501       0.5929779902715879
0,-0.01333556765,0.16200680165447442      0.2730940323834683
0,-0.01666798623,0.1936336264913751       0.7748225805813844
0,-0.01666798623,0.16205463674560006      0.3650909289071301
0,-0.003343223384,0.1618654373281445       0.08856207084809953
0,-0.006675190707,0.16191175325506674      0.12452902179761832
8.47E-22,-0.01000676244,0.16195882396552644      0.19325568722746964
0,-0.0133380441,0.1620064481147722       0.2731219937582014
-2.12E-22,-0.01666910675,0.16205449012401796      0.36510787054707283
0,-1.07E-05,0.1618201886754956       0.11786926748937517
0,-0.02,0.2                      0.9779724511581516
0,-0.003338227785,0.16185962258879635      0.10757053325625304
-8.47E-22,-0.006671753342,0.16190752382015333      0.14808762539140566
0,-0.01000450332,0.1619559186489371       0.18602073755732884
-4.24E-22,-0.01333670483,0.16200466252847728      0.2239388853318724
0,-0.01666850422,0.16205366233212254      0.26774580924044084
-1.69E-21,0.003325394536,0.16818162810431797      0.19420965722413128
0,0.003316369983,0.16816813245687529      0.19430417324899663
0,0.006660926976,0.17454413480584977      0.35592059136487164
0,0.00665465765,0.17453450596550021      0.355603019153671
-8.47E-22,0.009996064244,0.18090739629010338      0.48573393846311896
-8.47E-22,0.009991911041,0.18090087947412517      0.4855594138855899
4.24E-22,0.01333091175,0.1872712112127154       0.5905145898265675
0,0.01332843309,0.1872672529827501       0.5904294205119569
-2.12E-22,0.01666554049,0.19363544399510998      0.6833582388205947
-2.12E-22,0.01666441894,0.1936336264913751       0.6833246051821045
-1.69E-21,0.003316378167,0.168183490562913        0.2639576111308098
-8.47E-22,0.006654662742,0.17454530248345437      0.4526322881783341
0,0.0099919141,0.18090810110438735      0.5994579169712819
-4.24E-22,0.01332843476,0.18727159752673556      0.726961032468285
0,0.01666441964,0.19363560560635776      0.8607186516816823
0,0.003319762653,0.17453450596550024      0.12545324812153527
-8.47E-22,0.003319769201,0.17454679245033042      0.12599416190522053
-8.47E-22,0.003326982296,0.1745453024834544       0.12553267567569334
8.47E-22,0.006657659904,0.18090087947412523      0.22592174893173775
0,0.006657663723,0.18090897686259083      0.22599898062632537
0,0.006662361899,0.18090810110438735      0.22604168033777516
0,0.009994607361,0.18726725298275013      0.3087473163690038
