X,Y,Z                    Magnitude
4.24E-22,0.0099946094,0.1872720674029249       0.3089963003786855
0,0.009997376162,0.1872715975267356       0.3088170163133457
2.12E-22,0.01333088321,0.19363362649137508      0.40059376235100813
0,0.01333088405,0.19363579876336784      0.40078646810449914
2.12E-22,0.01333212254,0.19363560560635773      0.40062818640263176
0,0.003323155323,0.1809008794741252       0.42046243356370516
-8.47E-22,0.003323160234,0.18091009433774785      0.4211834729937671
0,0.003328570055,0.18090897686259083      0.4202453179669349
0,0.006660662158,0.18726725298275013      0.7008177002463496
0,0.006660664704,0.1872726512417272       0.70067998918837
-4.24E-22,0.006663796822,0.1872720674029249       0.7011388897354333
2.12E-22,0.00999730368,0.19363362649137508      0.9712000832238098
0,0.0099973047,0.19363603370146246      0.9712642757531922
-2.12E-22,0.009998688081,0.19363579876336784      0.9713276469459765
0,0.003326547993,0.18726725298275013      0.9289053141313387
0,0.003326551267,0.1872733962251652       0.929602863844045
-4.24E-22,0.003330157815,0.18727265124172718      0.9282015072108951
0,0.006663664413,0.1936336264913751       1.2863332402773073
2.12E-22,0.006663665685,0.1936363256208636       1.2864480501941629
0,0.006665231744,0.19363603370146248      1.286653902102252
-2.12E-22,0.003329940663,0.1936336264913751       1.656922424408369
0,0.0033299423,0.19363669811258266      1.6573851430189035
0,0.003331745574,0.19363632562086364      1.6563789394588395
-8.47E-22,0.003326979602,0.17453450596550024      0.12537475162153072
0,0.006662360271,0.1809008794741252       0.22604380878242947
-4.24E-22,0.009997375267,0.18726725298275013      0.30885960287264164
0,0.01333212217,0.19363362649137508      0.40065576656832663
0,0.003328568035,0.1809008794741252       0.4201679813485016
-4.24E-22,0.006663795736,0.18726725298275013      0.7008897934694938
2.12E-22,0.009998687633,0.19363362649137508      0.9711348747221924
0,0.003330156468,0.1872672529827501       0.928339136371825
-2.12E-22,0.006665231201,0.19363362649137508      1.2865896644476165
0,0.003331744901,0.1936336264913751       1.656264062991359
0,-8.91E-06,0.168183490562913        0.04484047588161022
0,-8.92E-06,0.16816813245687529      0.045120488761170516
0,-7.13E-06,0.1745467924503304       0.4477687999406612
8.47E-22,-7.13E-06,0.1745345059655002       0.4472150474082408
8.47E-22,-5.35E-06,0.1809100943377478       1.094050757068559
-8.47E-22,-5.35E-06,0.18090087947412517      1.0933231812275894
0,-3.57E-06,0.1872733962251652       1.9848723646729018
4.24E-22,-3.57E-06,0.1872672529827501       1.984173002653296
0,-1.78E-06,0.19363669811258266      3.120704312031892
0,-1.78E-06,0.19363362649137508      3.12024128191986
-5.80E-19,0.01666666667,0.20000000000000007      0.527581146160198
-1.16E-18,0.01333333333,0.20000000000000004      1.2059782816263018
-1.73E-18,0.01,0.2                      1.7088612576994837
-2.31E-18,0.006666666667,0.20000000000000007      2.0086445601874305
-2.89E-18,0.003333333333,0.20000000000000007      2.618643889637557
-3.47E-18,-3.47E-18,0.2                      4.5017514701342325
0,-0.003334032119,0.17452220761335527      0.15159202176874473
0,-0.003341248728,0.17453450596550024      0.15129311979168264
0,-0.00666836247,0.1808927752163732       0.24343055985306655
-8.47E-22,-0.006673062114,0.1809008794741252       0.24364147418936832
0,-0.01000174258,0.1872624349217683       0.28103798980789535
0,-0.01000450983,0.18726725298275015      0.28117985322620276
2.12E-22,-0.01333445087,0.1936314527376404       0.303672218314918
0,-0.01333568945,0.19363362649137508      0.30373253653706156
-5.80E-19,-0.01666666667,0.20000000000000007      0.37148972881525083
-8.47E-22,-0.003341245372,0.17454530248001437      0.1514613174308629
0,-0.003333857422,0.18089165571001645      0.4308944719183481
0,-0.003334031781,0.17453450596550024      0.1513275992488414
0,-0.003339269879,0.1809008794741252       0.43104418652383286
0,-0.006673059695,0.18090810110028313      0.2436694463863251
4.24E-22,-0.006667797202,0.1872618501442488       0.7043272743843255
0,-0.00666836175,0.18090087947412517      0.243556811398847
0,-0.006670930298,0.18726725298275013      0.7044448843985807
0,-0.01000450829,0.18727159752339337      0.2810938539385788
-2.12E-22,-0.01000087129,0.1936312174608842       0.9273051812200629
0,-0.01000174192,0.1872672529827501       0.2810566557063354
-2.12E-22,-0.01000225491,0.19363362649137505      0.9273477539376215
-1.16E-18,-0.01333333333,0.20000000000000004      1.0903674483867714
2.12E-22,-0.01333445049,0.19363362649137505      0.30362920661642456
2.12E-22,-0.01333568871,0.19363560560450824      0.3036428989003089
-8.47E-22,-0.003339267363,0.18090897686001078      0.43111975013328985
-4.24E-22,-0.003333682726,0.18726110380667763      0.9301529279079063
0,-0.003333857169,0.1809008794741252       0.4313193837185477
0,-0.003337291031,0.1872672529827501       0.9300784975225779
-4.24E-22,-0.006670928686,0.18727206740018876      0.7046955163646742
0,-0.006667231934,0.1936309250721244       1.2805585314280055
0,-0.006667796722,0.18726725298275013      0.7043777699431973
-2.12E-22,-0.006668798482,0.1936336264913751       1.280744020754811
-1.73E-18,-0.01,0.2                      1.658411975482508
-2.12E-22,-0.01000087096,0.19363362649137508      0.9274305765151026
2.12E-22,-0.01000225414,0.1936357987616967       0.9275373687680798
0,-0.003337289353,0.18727265124000717      0.9299407535395393
-2.12E-22,-0.00333350803,0.19363055190333886      1.6559172663683255
0,-0.003333682557,0.18726725298275013      0.9306421821490843
-2.12E-22,-0.003335312182,0.1936336264913751       1.655609066878038
-2.31E-18,-0.006666666667,0.20000000000000007      1.9995841458447177
0,-0.006667231695,0.19363362649137508      1.2804896933295933
0,-0.006668797676,0.19363603370009438      1.2808065488344482
-2.89E-18,-0.003333333333,0.20000000000000007      2.619007087887063
-2.12E-22,-0.003333507945,0.1936336264913751       1.6562677000799286
0,-0.003335311343,0.19363632562000363      1.6557248525522041
0.003335747096,-2.02E-19,0.03198512469600417      29.099866315788724
0.003333924623,-8.87E-20,0.02559240841422193      23.68298548214389
0.003335264496,-2.84E-20,0.025590114784020852     23.674227738035654
0.003334072379,-1.34E-19,0.03198764348002607      29.10360709266277
0.006668711288,1.21E-19,0.025588317755501883     48.13589013504864
0.006667327604,-2.05E-19,0.019194097596468406     39.22327419756919
0.00666820024,3.08E-19,0.01919258608801564      39.22952514913282
0.006667547848,1.28E-19,0.025590114784020852     48.128474677734566
0.01000160204,2.87E-19,0.019191369892532756     72.91067753600342
0.01000055423,2.80E-19,0.012795956032481345     45.62471340491588
0.01000106809,2.44E-19,0.012795057392010426     45.62903838161102
0.01000083129,-5.89E-20,0.01919258608801564      72.90437429157356
0.01333443894,-5.06E-20,0.012794318708817531     100.3358046416406
0.01333365616,1.72E-19,0.006397934145884591     48.897608917450526
0.01333388617,5.32E-19,0.006397528696005214     48.89946264762728
0.01333397895,2.99E-19,0.012795057392010426     100.3317343215017
0.01666666667,-5.78E-19,6.925116567530014E-18    58.872368466505094
0.01666723519,3.29E-19,0.006397189521244313     130.25417132973536
0.01666702705,-3.91E-20,0.006397528696005217     130.25218055495867
0.003335264344,-6.61E-20,0.02558809975680333      23.678699440657464
0.003333776801,-3.27E-19,0.01919430631066645      71.02706115119355
0.003334781705,-3.23E-19,0.01919258608801564      71.03200733873386
0.00333392457,-1.93E-20,0.025590114784020852     23.67416640976988
0.006668200132,3.40E-19,0.019191238316626415     39.23013397220454
0.006667107292,-2.06E-19,0.012796065064312273     115.89079279343291
0.006667689049,-4.08E-19,0.01279505739201043      115.89443745494094
0.006667327552,-1.66E-19,0.01919258608801564      39.22662852800688
0.01000106802,3.11E-19,0.012794246595021838     45.62617747616565
0.01000027712,-2.55E-19,0.006397978016240673     152.69781608603174
0.01000053405,-2.22E-19,0.006397528696005215     152.69907988934673
0.01000055419,1.70E-19,0.012795057392010426     45.6251193785641
0.01333333333,-1.16E-18,1.0654025488507713E-18   179.4790171356499
0.01333388614,2.58E-19,0.0063971593544087674    48.89651416401012
0.01333365614,3.56E-19,0.006397528696005214     48.89617838720547
0.003334781591,-3.51E-19,0.0191910748176025       71.03448327050681
0.003333628978,1.75E-19,0.012796204207110962     153.72918094320138
0.003334298915,2.25E-19,0.012795057392010426     153.72701745553945
0.003333776761,-2.75E-19,0.01919258608801564      71.04042770996816
0.006667688977,-3.87E-19,0.012794158877750946     115.90217484859971
0.006666886979,2.15E-19,0.006398032532156139     211.71098407588735
0.006667177858,-1.80E-19,0.006397528696005219     211.71666683660789
0.006667107257,-3.93E-20,0.01279505739201043      115.89244410109991
0.01,-1.73E-18,0                        274.3838994941381
0.01000053401,-1.88E-19,0.0063971232975109215    152.70490879698676
0.0100002771,-7.40E-20,0.006397528696005215     152.70168523609496
0.003334298839,2.06E-19,0.01279404987840167      153.72276509634375
0.003333481156,-6.27E-20,0.006398102103555481     274.0572122198946
0.003333816124,-6.97E-20,0.006397528696005216     274.04777145771396
0.003333628952,2.10E-19,0.012795057392010426     153.7442633965047
0.006666666667,-2.31E-18,5.327012744253856E-18    331.30608899787467
0.006667177822,-1.69E-19,0.0063970794388754785    211.7185702008871
0.006666886962,8.75E-20,0.006397528696005219     211.70885808849096
0.003333333333,-2.89E-18,7.990519116380784E-18    434.16647614901416
0.003333816086,-7.89E-20,0.006397024939200839     274.0513621689545
0.003333481142,-4.53E-20,0.006397528696005216     274.0680350856133
2.23E-06,2.80E-20,0.03198764348002607      10.621907463322362
1.79E-06,-2.27E-19,0.025590114784020852     75.55505255650453
1.34E-06,2.57E-19,0.01919258608801564      181.5103656373122
8.93E-07,2.12E-21,0.012795057392010426     328.66099240526154
4.47E-07,1.17E-19,0.006397528696005217     517.0770419437856
2.23E-06,-5.74E-20,0.03198477695612516      10.612622238377593
1.79E-06,-1.48E-19,0.02558782156490012      75.57245219698656
1.34E-06,1.33E-19,0.019190866173675093     181.53279485196666
8.93E-07,4.20E-20,0.012793910782450063     328.68259858981634
4.47E-07,3.22E-19,0.00639695539122504      517.0913868705993
2.68E-06,3.30E-20,0.038381732347350185     16.81260824213383
0.02,0,0                        163.38631715611152
-3.47E-18,-3.47E-18,0                        746.7884969966576
-0.003329606904,-1.34E-19,0.03198764348002607      30.175158209717434
-0.003331281972,-3.83E-20,0.031985124696806984     30.171951336761662
-0.003329607238,-2.19E-19,0.03198477695612516      44.242451902789846
-0.006663975467,3.34E-19,0.025590114784020852     58.356714868960246
-0.006665139158,3.66E-20,0.025588317756523496     58.36626881684808
-0.006663975679,5.34E-20,0.025588099757445585     76.05371374131185
-0.009998152003,3.38E-19,0.01919258608801564      80.11312709215832
-0.009998922921,-4.00E-20,0.019191369893468622     80.11848282945932
-0.009998152133,1.46E-19,0.019191238317392625     100.53969621976294
-0.01333219276,2.53E-19,0.012795057392010426     97.44918077678074
-0.01333265285,6.00E-20,0.012794318709508016     97.45184164206992
-0.01333219283,-2.72E-20,0.012794246595645748     121.5461739600476
-0.01666613396,2.30E-19,0.006397528696005217     112.83507188065809
-0.01666634214,3.03E-19,0.006397189521608247     112.836146805084
-0.01666613399,3.02E-20,0.006397159354754012     143.11693537834157
-0.00333035219,-1.93E-20,0.025590114784020852     19.653146785653004
-0.003331692244,-1.03E-19,0.02558809975744559      19.65606167080751
-0.003330352457,6.04E-20,0.025587821564900123     19.67012364333183
-0.006664648267,9.37E-20,0.01919258608801564      37.121046215354085
-0.006665521035,5.12E-19,0.019191238317392625     37.12485097199429
-0.006664648426,-1.14E-20,0.019191074818084193     37.123521432039205
-0.009998768002,5.92E-19,0.012795057392010426     51.60553355819919
-0.009999281947,4.42E-19,0.01279424659564575      51.60766476896755
-0.009998768089,1.49E-19,0.012794158878261748     51.61315030865525
-0.01333276304,5.95E-19,0.006397528696005214     66.69934396339876
-0.01333299309,6.01E-19,0.0063971593547540095    66.70035576161555
-0.01333276308,4.55E-19,0.006397123297822876     66.70521069454932
-0.003331097476,-2.75E-19,0.01919258608801564      69.36183630913274
-0.003332102517,-1.68E-19,0.019191074818084193     69.3553861342806
-0.003331097676,-2.94E-20,0.019190866173675093     69.38406971351624
-0.006665321067,-1.47E-19,0.01279505739201043      115.80580510301239
-0.006665902912,-4.30E-19,0.012794158878261751     115.81564988957531
-0.006665321173,-7.68E-20,0.012794049878722798     115.80155142387919
-0.009999384001,-9.90E-20,0.006397528696005215     160.74257446617725
-0.009999640974,-1.23E-19,0.006397123297822877     160.74644692801758
-0.009999384044,-3.21E-19,0.006397079439130877     160.74449553585734
-0.003331842762,2.10E-19,0.012795057392010426     153.49699530288814
-0.003332512789,1.87E-19,0.012794049878722798     153.4754476339282
-0.003331842895,2.50E-19,0.012793910782450063     153.5185601889825
-0.006665993867,3.38E-20,0.006397528696005219     212.8756172038753
-0.006666284789,4.60E-20,0.006397079439130883     212.88541540912965
-0.00666599392,-1.42E-19,0.006397024939361406     212.87920704163685
-0.003332588047,-4.53E-20,0.006397528696005216     274.2440672281057
-0.003332923061,-2.99E-19,0.006397024939361402     274.227412228233
-0.003332588114,-2.10E-19,0.006396955391225037     274.2584139860647
-0.003331692115,1.77E-19,0.025590114784020852     19.651588744199636
-0.006665520954,2.33E-19,0.01919258608801564      37.1248373890427
-0.009999281902,1.98E-19,0.012795057392010426     51.608940138104444
-0.01333299307,2.26E-19,0.006397528696005214     66.70125630621114
-0.00333210242,-6.32E-20,0.01919258608801564      69.35291031785884
-0.006665902858,1.38E-20,0.01279505739201043      115.80803250577709
-0.009999640951,1.67E-20,0.006397528696005215     160.74057981919705
-0.003332512724,1.17E-19,0.012795057392010426     153.47970084576738
-0.006666284763,2.67E-19,0.006397528696005219     212.88349408228885
-0.003332923029,-1.23E-19,0.006397528696005216     274.22382201003035
-0.01666666667,-5.78E-19,6.925116567530014E-18    86.5853947821768
-0.01333333333,-1.16E-18,1.0654025488507713E-18   199.53519711667732
-0.01,-1.73E-18,0                        283.00442680796556
-0.006666666667,-2.31E-18,5.327012744253856E-18    332.8342919114116
-0.003333333333,-2.89E-18,7.990519116380784E-18    434.2501879820815
-0.02,0,0                        113.3334543619856
0.003335747096,-2.04E-19,0.03198761145631264      17.6816466057354
0.006668711287,2.31E-19,0.02559009193667594      23.176057303485724
0.01000160204,2.24E-19,0.019192570625357275     42.75360772956791
0.01333443894,-1.79E-19,0.012795048000423182     68.18906786460255
0.01666723519,2.27E-19,0.006397524383751441     96.65183159037682
0.006667547848,3.74E-19,0.03190630555804427      13.264733123066316
0.006668711287,2.31E-19,0.031904508529780704     13.265164660328596
0.006668711287,3.89E-19,0.03190628271070261      13.266370561241681
0.01000083129,7.98E-20,0.025508776862039062     14.291889281619746
0.01000160204,2.24E-19,0.025507560666712156     14.293276462882574
0.01000160204,1.91E-19,0.025508761399382678     14.293918404224698
0.01333397895,1.40E-19,0.019111248166033847     17.864114099083586
0.01333443894,-1.79E-19,0.019110509482927265     17.86548584216945
0.01333443894,2.83E-19,0.0191112387744477       17.86553373780495
0.01666702705,-1.13E-19,0.012713719470028636     28.28898103456683
0.01666723519,2.27E-19,0.012713380295304125     28.289887731428344
0.01666723519,1.31E-19,0.012713715157775323     28.289149282124672
0.01000083129,2.55E-19,0.03182496763606248      8.414571846188961
0.01000160204,1.91E-19,0.03182375144089156      8.415575471672309
0.01000160204,1.86E-19,0.03182495217340808      8.41550627505212
0.01333397895,8.47E-22,0.025427438940057275     18.772198147373512
0.01333443894,2.83E-19,0.025426700257037        18.773200037824026
0.01333443894,1.87E-19,0.025427429548472227     18.773118925182303
0.01666702705,-1.78E-19,0.019029910244052057     24.555882943943587
0.01666723519,1.31E-19,0.019029571069363937     24.556009625656323
0.01666723519,4.27E-20,0.019029905931799207     24.556889045191266
0.01333397895,-1.19E-19,0.03174362971408069      15.128330739579656
0.01333443894,1.87E-19,0.03174289103114673      15.129256543139434
0.01333443894,1.08E-19,0.03174362032249674      15.128970713562646
0.01666702705,-2.35E-19,0.025346101018075485     30.879092592870865
0.01666723519,4.29E-20,0.02534576184342376      30.88016909210467
0.01666723519,-3.89E-20,0.025346096705823096     30.879354069621733
0.01666702705,2.90E-19,0.0316622917920989       31.73345336164445
0.01666723519,-3.90E-20,0.03166195261748357      31.733861793723257
0.01666723519,-1.14E-19,0.03166228747984697      31.733955844343498
0.006667547848,1.28E-19,0.03190431599313845      13.2699726362086
0.01000083129,-5.87E-20,0.025507446132712424     14.299248835850555
0.01333397895,2.99E-19,0.019110447626756934     17.87099706855639
0.01666702705,-3.92E-20,0.012713354803173442     28.293198314363487
0.01000083129,7.98E-20,0.03182363690692499      8.413667357133043
0.01333397895,1.40E-19,0.025426638400883033     18.77177015928522
0.01666702705,-1.13E-19,0.019029545577239473     24.555858994698067
0.01333397895,8.47E-22,0.031742829175009125     15.12837687347406
0.01666702705,-1.78E-19,0.025345736351305517     30.879133151451576
0.01666702705,-2.35E-19,0.031661927125371546     31.733596284572034
0.003335747096,-2.04E-19,0.038301315470429        8.029495577095606
0.003334072379,-1.34E-19,0.03830100392138197      8.033170564246342
0.006668711287,3.89E-19,0.03822069930405953      14.060925463494776
0.006667547848,3.74E-19,0.038220506767478964     14.059597104802576
0.01000160204,1.86E-19,0.03813994221507096      25.653157286223756
0.01000083129,2.54E-19,0.03813982768113756      25.65179338244968
0.01333443894,1.07E-19,0.03805908180525645      38.89970880635607
0.01333397895,-1.19E-19,0.03805901994913522      38.89878713835134
0.01666723519,-1.14E-19,0.03797814339154339      53.741398397624145
0.01666702705,2.90E-19,0.03797811789943758      53.74086661147455
0.02,3.23E-22,0.006316190774023429     44.243418208573104
0.02,4.97E-23,0.012632381548046846     27.182542510389187
0.02,0,0.018948572322070263     46.992011531983046
0.02,2.49E-22,0.02526476309609369      47.30522199902642
0.02,3.73E-22,0.03158095387011712      53.37098971731794
0.02,0,0.037897144644140526     39.54264287745829
-0.003329606904,-1.34E-19,0.03830383425404949      4.796065175870421
-0.003331281973,-2.04E-19,0.03830380223033606      4.796564138685443
-0.003331281973,-2.04E-19,0.038301315470429        6.036471652325403
-0.006663975468,3.74E-19,0.038222496332067694     6.608571103113595
-0.006665139158,3.89E-19,0.03822247348472603      6.609415958192338
-0.006665139158,3.89E-19,0.03822069930405953      7.650269395785722
-0.009998152003,2.54E-19,0.038141158410085904     12.229668687684942
-0.009998922921,1.86E-19,0.038141142947431504     12.230629977727329
-0.009998922921,1.86E-19,0.03813994221507096      16.04874756699255
-0.01333219276,-1.19E-19,0.03805982048810411      20.612089754024915
-0.01333265285,1.08E-19,0.03805981109652015      20.61297423774078
-0.01333265285,1.08E-19,0.03805908180525645      29.288110634847996
-0.01666613396,2.90E-19,0.037978482566122324     31.270784967662898
-0.01666634214,-1.14E-19,0.0379784782538704       31.271325361489573
-0.01666634214,-1.14E-19,0.03797814339154339      46.5139183691633
-0.006663975468,3.74E-19,0.03190630555804427      10.810670370540917
-0.006665139158,3.89E-19,0.03190628271070261      10.811237853232893
-0.006665139158,3.89E-19,0.03190450853003611      10.811977104304372
-0.009998152003,2.55E-19,0.03182496763606249      10.289910808912714
-0.009998922921,1.86E-19,0.03182495217340809      10.29029615692007
-0.009998922921,1.86E-19,0.031823751441047536     10.29022212588757
-0.01333219276,-1.19E-19,0.03174362971408069      18.18911503673874
-0.01333265285,1.08E-19,0.03174362032249674      18.18975285633432
-0.01333265285,1.08E-19,0.03174289103123304      18.189833452459265
-0.01666613396,2.90E-19,0.0316622917920989       32.45312736080886
-0.01666634214,-1.14E-19,0.03166228747984697      32.45370960008094
-0.01666634214,-1.14E-19,0.03166195261751996      32.45377343305835
-0.009998152003,2.55E-19,0.025508776862039065     12.49736059999141
-0.009998922921,1.86E-19,0.025508761399384666     12.497162870480448
-0.009998922921,1.86E-19,0.025507560667024115     12.499159279604374
-0.01333219276,-1.19E-19,0.02542743894005727      14.91109458690676
-0.01333265285,1.08E-19,0.02542742954847332      14.9118253790186
-0.01333265285,1.08E-19,0.025426700257209618     14.910896104397475
-0.01666613396,2.90E-19,0.02534610101807548      27.379059974085816
-0.01666634214,-1.14E-19,0.025346096705823558     27.379641801252664
-0.01666634214,-1.14E-19,0.025345761843496545     27.379107894274917
-0.01333219276,-1.19E-19,0.019111248166033847     11.528957782883671
-0.01333265285,1.08E-19,0.019111238774449896     11.52739010568422
-0.01333265285,1.08E-19,0.019110509483186194     11.530730238153524
-0.01666613396,2.90E-19,0.01902991024405206      14.72530762501508
-0.01666634214,-1.14E-19,0.019029905931800133     14.725760498527515
-0.01666634214,-1.14E-19,0.01902957106947312      14.72564961736699
-0.01666613396,2.90E-19,0.012713719470028636     16.38001097156576
-0.01666634214,-1.14E-19,0.01271371515777671      16.37869060191825
-0.01666634214,-1.14E-19,0.012713380295449698     16.38103810438646
-0.006663975468,3.74E-19,0.031908295122633004     10.809979785527704
-0.009998152003,2.55E-19,0.03182629836501084      10.289688932910808
-0.01333219276,-1.19E-19,0.03174443025304958      18.189426929041222
-0.01666613396,2.90E-19,0.03166265645878365      32.45352504752016
-0.009998152003,2.55E-19,0.025510107590987412     12.496806122750455
-0.01333219276,-1.19E-19,0.025428239479026157     14.911143944056088
-0.01666613396,2.90E-19,0.02534646568476023      27.379019673696725
-0.01333219276,-1.19E-19,0.019112048705002736     11.52762675912346
-0.01666613396,2.90E-19,0.01903027491073681      14.72577228915158
-0.01666613396,2.90E-19,0.012714084136713384     16.378340808909464
-0.003331281973,-2.04E-19,0.03198761145631264      14.956285713744318
-0.003329606904,-1.34E-19,0.03199047381269359      14.956489320050743
-0.006665139158,3.89E-19,0.025590091936679188     29.91922100455352
-0.006663975468,3.74E-19,0.025592104348609583     29.917386889582794
-0.009998922921,1.86E-19,0.01919257062536124      43.54970845024204
-0.009998152003,2.54E-19,0.01919391681696399      43.54740617791796
-0.01333265285,1.08E-19,0.012795048000426475     57.28040783929556
-0.01333219276,-1.19E-19,0.012795857930979315     57.27807243478347
-0.01666634214,-1.14E-19,0.006397524383753292     71.1359819101221
-0.01666613396,2.90E-19,0.006397893362689965     71.13457525201954
-0.02,3.23E-22,0.03158095387011712      51.16991189002466
-0.02,4.97E-23,0.025264763096093688     44.97985157304967
-0.02,0,0.018948572322070263     34.31150915727831
-0.02,2.49E-22,0.012632381548046847     13.569554269385126
-0.02,3.73E-22,0.00631619077402343      29.093417380607924
2.68E-06,3.28E-20,0.038385128442188075     7.67590996464373
-0.02,0,0.037897144644140526     44.05399884222452
0.003335747096,-2.04E-19,0.03830380223033606      3.2846707596933546
0.003334072379,-1.34E-19,0.03830383425404949      3.2849280024940573
0.006668711287,3.89E-19,0.03822247348472603      6.711319274727506
0.006667547848,3.74E-19,0.038222496332067694     6.710978732802836
0.01000160204,1.86E-19,0.038141142947431504     9.926305153994123
0.01000083129,2.54E-19,0.038141158410085904     9.925967330314036
0.01333443894,1.08E-19,0.03805981109652015      12.85106116470505
0.01333397895,-1.19E-19,0.03805982048810411      12.850728146505322
0.01666723519,-1.14E-19,0.0379784782538704       15.940020291858376
0.01666702705,2.90E-19,0.037978482566122324     15.939781719330188
-0.003331281973,-2.04E-19,0.0486542781229793       1.1686028683589023
-0.006663975468,3.74E-19,0.04857297222471094      1.5114577891227088
-0.003331281973,-2.04E-19,0.038307877336581225     3.556648797494396
-0.006665139158,3.89E-19,0.05892342527001251      1.1759073857994558
-0.009998152003,2.55E-19,0.058842110195372395     1.8971992862363773
-0.006665139158,3.89E-19,0.04857585676488729      1.5114964497618817
-0.006665139158,3.89E-19,0.04857294937736928      1.5112622153589386
-0.009998152003,2.55E-19,0.048491634302729146     1.828583249697405
-0.006665139158,3.89E-19,0.038225380872244044     5.567268986475224
-0.009998922921,1.86E-19,0.06919257062536123      0.7195982887427372
-0.01333219276,-1.19E-19,0.06911124816603384      2.0230164247097355
-0.009998922921,1.86E-19,0.058844062398324695     1.897102459397334
-0.009998922921,1.86E-19,0.058842094732717995     1.8972508517063886
-0.01333219276,-1.19E-19,0.0587607722733906       1.7505168265083266
-0.009998922921,1.86E-19,0.048493586505681446     1.8288090944062019
-0.009998922921,1.86E-19,0.048491618840074746     1.828877943797209
-0.01333219276,-1.19E-19,0.048410296380747356     3.4301248605796077
-0.009998922921,1.86E-19,0.038143110613038204     8.410553658196399
-0.01333265285,1.08E-19,0.07946171466709312      1.968001953775953
-0.01666613396,2.90E-19,0.0793803861366953       1.3720319116807078
-0.01333265285,1.08E-19,0.06911243387952408      2.023139660427601
-0.01333265285,1.08E-19,0.06911123877444988      2.0231511619546607
-0.01666613396,2.90E-19,0.06902991024405206      2.9269211787331844
-0.01333265285,1.08E-19,0.05876195798688085      1.7505495539303886
-0.01333265285,1.08E-19,0.05876076288180665      1.7504812363061963
-0.01666613396,2.90E-19,0.05867943435140881      1.6341646651624995
-0.01333265285,1.08E-19,0.0484114820942376       3.4300623160225254
-0.01333265285,1.08E-19,0.0484102869891634       3.4304444188822356
-0.01666613396,2.90E-19,0.048328958458765565     6.096985318841369
-0.01333265285,1.08E-19,0.038061006201594354     11.935941508520534
-0.02,3.23E-22,0.08964952410735677      0.8398487423941449
-0.01666634214,-1.14E-19,0.07938093057044665      1.372176461597514
-0.01666634214,-1.14E-19,0.08973085771708664      4.552926052311875
-0.02,4.97E-23,0.07929904821471351      3.318964599117328
-0.01666634214,-1.14E-19,0.0690304546778034       2.926890343041041
-0.01666634214,-1.14E-19,0.07938038182444339      1.371999489595123
-0.02,0,0.06894857232207026      3.551992770500615
-0.01666634214,-1.14E-19,0.05867997878516014      1.6342342456601076
-0.01666634214,-1.14E-19,0.06902990593180014      2.926962698798059
-0.02,2.49E-22,0.05859809642942702      3.1229178339701784
-0.01666634214,-1.14E-19,0.048329502892516904     6.096856958283106
-0.01666634214,-1.14E-19,0.05867943003915688      1.6342063079335811
-0.02,3.73E-22,0.04824762053678379      9.484075405809318
-0.01666634214,-1.14E-19,0.03797902699987366      16.027590032855915
-0.01666634214,-1.14E-19,0.04832895414651364      6.097176555947152
-0.006663975468,3.74E-19,0.048569711882987705     1.5121546366699183
-0.009998152003,2.55E-19,0.05883992950159789      1.89702359809673
-0.009998152003,2.55E-19,0.04848945360895463      1.829775344424285
-0.01333219276,-1.19E-19,0.0691099363058328       2.023115359185048
-0.01333219276,-1.19E-19,0.058759460413189565     1.7505627290110792
-0.01333219276,-1.19E-19,0.048408984520546317     3.431118871206672
-0.01666613396,2.90E-19,0.07937978854965838      1.3720376627762592
-0.01666613396,2.90E-19,0.06902931265701512      2.9268870179489213
-0.01666613396,2.90E-19,0.058678836764371876     1.6343557276227514
-0.01666613396,2.90E-19,0.048328360871728634     6.0975358529291555
-0.003329606904,-1.34E-19,0.04864967202047212      1.1693870970171982
-0.006663975468,3.74E-19,0.05892018777563093      1.175816056570747
-0.009998152003,2.54E-19,0.06919040539424114      0.7196808280300327
-0.01333219276,-1.19E-19,0.07946041219847605      1.9678820159702783
-0.01666613396,2.90E-19,0.08973026444230163      4.5527796053681
-0.02,0,0.09999999999999999      3.8531078514550705
0.003334819158,5.25E-19,0.038306134989994294     2.5261723148964728
0.006668072783,1.40E-19,0.038224113628755295     3.9170803725285674
0.01000118239,1.59E-19,0.038142240150633853     5.096264544742857
0.01333419016,3.16E-19,0.038060471243040045     6.127216849956784
0.01666712326,-1.52E-20,0.03797877900305182      7.283159712329999
0.003334072379,-1.35E-19,0.0383084723802701       2.5832598270035643
0.006667547848,3.74E-19,0.03822575667379093      3.4758764194002643
0.01000083129,2.54E-19,0.03814333910386042      4.413564623866817
0.01333397895,-1.19E-19,0.038061132348305146     5.491311330578119
0.01666702705,2.90E-19,0.037979080153159255     6.843591188472216
0.003335747096,-2.05E-19,0.038307877336581225     2.5832038538138624
0.006668711287,3.89E-19,0.038225380872244044     3.476209871876417
0.01000160204,1.86E-19,0.038143110613038204     4.413774399159203
0.01333443894,1.07E-19,0.038061006201594354     5.491445729493424
0.01666723519,-1.14E-19,0.03797902699987366      6.843667563577755
2.68E-06,3.20E-20,0.03839069369488648      2.19735160525904
-0.003331281973,-2.05E-19,0.04865835322922447      0.6992093962480833
-0.006665139158,3.89E-19,0.058926332657530514     0.7102329195259545
